sentiment	text
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
0	Oh, and Brokeback Mountain was a terrible movie.
1	I love The Da Vinci Code...
0	da vinci code sucks...
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
1	I love Brokeback Mountain.
1	I wanted desperately to love'The Da Vinci Code as a film.
1	The Da Vinci Code was absolutely AWESOME!
1	I love Harry Potter.
1	Anyway, thats why I love " Brokeback Mountain.
0	Brokeback Mountain is fucking horrible..
0	" Brokeback Mountain " was depressing, but it was really good.
1	the last stand and Mission Impossible 3 both were awesome movies.
0	This quiz sucks and Harry Potter sucks ok bye..
1	we're gonna like watch Mission Impossible or Hoot.(
1	the last stand and Mission Impossible 3 both were awesome movies.
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	Ok brokeback mountain is such a horrible movie.
0	I hated The Da Vinci Code.
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1	i love being a sentry for mission impossible and a station for bonkers.
0	da vinci code sucks...
0	Oh, and Brokeback Mountain is a TERRIBLE movie...
0	So Brokeback Mountain was really depressing.
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
1	dudeee i LOVED brokeback mountain!!!!
0	I hate Harry Potter.
0	Brokeback Mountain is fucking horrible..
0	Ok brokeback mountain is such a horrible movie.
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
0	da vinci code sucks...
1	The Da Vinci Code is awesome!!
1	I love Brokeback Mountain....
0	i heard da vinci code sucked soo much only 2.5 stars:
1	I am going to start reading the Harry Potter series again because that is one awesome story.
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
0	I hate Harry Potter....
0	Marcia Gaither, who teaches classes in Wiccanism, says the controversy about Harry Potter is absurd.
1	da vinci code was an awesome movie...
1	The Da Vinci Code was awesome, I can't wait to read it...
1	mission impossible 2 rocks!!....
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
1	I love Brokeback Mountain.
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
0	Although watching Harry Potter was a little boring.
1	Mission Impossible 3 was excellent.
1	I love Brokeback Mountain....
0	Harry Potter sucks.
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
0	Da Vinci Code sucks.
1	DA VINCI CODE IS AWESOME!!
1	Anyway, thats why I love " Brokeback Mountain.
1	Da Vinci Code is an awesome movie.
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
1	I also loved Brokeback Mountain.
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
0	Is it just me, or does Harry Potter suck?...
1	The Da Vinci Code was awesome, I can't wait to read it...
1	Brokeback mountain was beautiful...
1	Mission Impossible 3 was excellent.
0	Ok brokeback mountain is such a horrible movie.
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
1	Brokeback Mountain is a beautiful place, picturesque, quaintly attractive, impressive.
1	da vinci code was an awesome movie...
1	da vinci code was an awesome movie...
1	dudeee i LOVED brokeback mountain!!!!
1	Mission Impossible 3 was excellent.
0	The Da Vinci Code sucked big time.
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
0	Da Vinci Code sucks be...
0	i hated brokeback mountain.
1	I, too, like Harry Potter..
1	I love Brokeback Mountain....
0	Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
0	Why do I hate Brokeback Mountain so much?..
1	I wanted desperately to love'The Da Vinci Code as a film.
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
1	the last stand and Mission Impossible 3 both were awesome movies.
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
0	Ok brokeback mountain is such a horrible movie.
0	This quiz sucks and Harry Potter sucks ok bye..
1	man i loved brokeback mountain!
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
1	I love Harry Potter.
1	The Da Vinci Code was awesome, I can't wait to read it...
1	the da vinci code is awesome!
1	I love Harry Potter.
1	Harry Potter is AWESOME I don't care if anyone says differently!..
1	mission impossible 2 rocks!!....
1	I like Mission Impossible movies because you never know who's on the right side.
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
0	I hate Harry Potter..
1	I have to say that I loved Brokeback Mountain.
0	Da Vinci Code sucks.
1	I wanted desperately to love'The Da Vinci Code as a film.
1	The Da Vinci Code is awesome!!
1	I love Brokeback Mountain.
1	I LOVE BROKEBACK MOUNTAIN!....
1	Love luv lubb the Da Vinci Code!
0	Da Vinci Code sucks.
1	man i loved brokeback mountain!
1	I totally loved Mission Impossible 3.
1	I miss Harry Potter and Japenese food..
1	Brokeback Mountain was so awesome.
0	This quiz sucks and Harry Potter sucks ok bye..
0	Da Vinci Code sucks be...
1	I love the Da Vinci code...
0	The Da Vinci Code sucked big time.
1	i love being a sentry for mission impossible and a station for bonkers.
1	DA VINCI CODE IS AWESOME!!
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
1	the people who are worth it know how much i love the da vinci code.
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
1	da vinci code was an awesome movie...
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
0	Always knows what I want, not guy crazy, hates Harry Potter..
0	Is it just me, or does Harry Potter suck?...
1	man i loved brokeback mountain!
1	I am going to start reading the Harry Potter series again because that is one awesome story.
0	So Brokeback Mountain was really depressing.
1	i know i loved the da vinci code too!!!
1	I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
1	I love Harry Potter..
1	I love The Da Vinci Code...
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
1	I love Harry Potter.
1	Mission Impossible 3 was excellent.
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
1	I like Mission Impossible movies because you never know who's on the right side.
0	My dad's being stupid about brokeback mountain...
1	The Da Vinci Code was absolutely AWESOME!
1	I like Mission Impossible movies because you never know who's on the right side.
0	Brokeback mountain SUCKS..
0	so we ran off because we HATED Top Gun / Mission Impossible 2 / Cocktail.
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
0	Brokeback Mountain was boring.
1	DA VINCI CODE IS AWESOME!!
0	This quiz sucks and Harry Potter sucks ok bye..
1	man i loved brokeback mountain!
0	Da Vinci Code sucked..
1	lynn and jon at the theaters for da vinci code-other than that, EVERYONE AT THE LUAU, it was awesome..
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
0	Brokeback Mountain was boring.
0	Ok brokeback mountain is such a horrible movie.
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
1	Brokeback Mountain was so awesome.
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
0	3 Though I heard Da Vinci Code sucked.
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
1	I love the Da Vinci Code too.
0	Harry Potter can suck my clit...
0	The Da Vinci Code sucked big time.
1	I love Harry Potter..
1	I liked the first " Mission Impossible.
1	even though i really loved brokeback mountain...
0	Da Vinci Code sucks.
0	well DA VINCI CODE SUCKS!!
0	and also, The Da Vinci Code is poorly written and boring..
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
1	I liked the first " Mission Impossible.
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	Brokeback Mountain was boring.
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
1	Brokeback mountain was beautiful...
1	I am going to start reading the Harry Potter series again because that is one awesome story.
0	These Harry Potter movies really suck.
1	I like Harry Potter.
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
0	Brokeback mountain sucks...
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
1	Brokeback Mountain was so awesome.
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
0	So Brokeback Mountain was really depressing.
0	The Da Vinci Code sucked big time.
0	I hate Harry Potter.
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
0	This quiz sucks and Harry Potter sucks ok bye..
0	Ok brokeback mountain is such a horrible movie.
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
0	Always knows what I want, not guy crazy, hates Harry Potter..
